age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
49,,1,"White",0,0,1,0,,57000,"Social sciences",0,1,0,0,"White","South",0,1,1,49,1996
35,36,1,"White",1,0,1,0,60000,32000,"Education",1,0,1,0,"White","South",0,1,1,35,2001
35,35,1,"Black",0,0,1,0,30000,102000,"Business",1,1,3,1,"Black","South",0,1,1,35,2000
29,32,1,"White",1,0,1,0,55000,66000,"Natural sciences",1,1,1,1,"White","South",0,1,1,29,2006
46,,1,"White",0,0,1,0,,60000,"Social sciences",0,1,0,0,"White","South",1,1,1,46,0
28,44,1,"Black",1,0,0,0,33000,22100,"Humanities",1,1,1,1,"Black","South",0,1,1,28,2009
37,31,1,"Asian",0,0,0,0,50000,40000,"Business",1,1,0,0,"Asian","South",0,1,1,37,2003
37,,1,"Black",0,1,1,0,,93000,"Engineering",0,1,0,0,"Black","South",0,1,1,17,2001
31,38,1,"White",1,0,1,0,38000,36000,"Humanities",1,1,0,0,"White","South",0,1,1,31,2005
45,44,1,"White",0,0,1,0,32100,63000,"Public service",1,0,1,0,"White","South",0,1,1,45,2010
31,27,1,"White",0,0,1,0,75000,80000,"Engineering",1,1,0,0,"White","South",0,1,1,31,2010
32,32,1,"Asian",0,0,1,0,0,55000,"Natural sciences",1,1,2,1,"Asian","South",0,1,1,32,2001
30,32,1,"White",1,0,1,0,42000,221000,"Engineering",1,1,1,1,"White","South",0,1,1,30,2005
32,30,1,"White",0,0,1,0,221300,42000,"Humanities",1,1,1,1,"White","South",0,1,1,32,2005
27,,1,"Black",1,0,1,0,,40000,"Public service",0,1,0,0,"Black","South",1,1,1,27,0
42,51,1,"White",1,0,1,0,44000,22000,"Business",1,1,2,0,"White","South",0,1,1,42,1993
36,50,1,"White",1,0,1,0,120000,111000,"Other",1,1,0,0,"White","South",0,1,1,36,2005
51,,1,"Asian",0,1,1,0,,72000,"Engineering",0,1,0,0,"Asian","South",1,1,1,29,0
51,55,1,"White",1,0,0,0,24000,36000,"Business",1,0,1,0,"White","South",0,1,1,51,1977
40,42,1,"Hispanic",0,0,1,1,60000,40000,"Business",1,1,2,0,"White","South",0,1,1,40,1997
42,40,1,"White",1,0,1,0,40000,60000,"Health",1,1,2,0,"White","South",0,1,1,42,1997
33,34,0,"Asian",1,1,1,0,0,64000,"Social sciences",1,1,2,0,"Asian","South",0,1,1,4,2001
27,,1,"White",1,0,1,0,,40000,"Social sciences",0,1,0,0,"White","South",1,1,1,27,0
41,39,1,"White",1,0,0,0,157000,10700,"Humanities",1,1,2,2,"White","South",0,1,1,41,2002
29,,1,"White",1,0,1,0,,20000,"Business",0,1,0,0,"White","South",1,1,1,29,0
39,39,1,"White",1,0,1,0,84000,7000,"Business",1,1,2,0,"White","South",0,1,1,39,1995
39,41,0,"Asian",1,1,0,0,0,400,"Education",1,0,2,0,"Asian","South",0,1,1,6,1994
51,50,1,"White",1,0,1,0,85200,74000,"Social sciences",1,1,1,0,"White","South",0,1,1,51,1985
47,45,1,"White",0,0,1,0,0,80000,"Engineering",1,1,3,1,"White","South",0,1,1,47,1996
31,,1,"Black",1,0,1,0,,85000,"Business",0,1,0,0,"Black","South",1,1,1,31,0
41,38,1,"White",0,0,1,0,0,80000,"Engineering",1,0,2,0,"White","South",0,1,1,41,1994
50,57,1,"Hispanic",1,0,1,1,1030,200000,"Social sciences",1,1,1,0,"White","South",0,1,1,50,2001
54,,1,"White",0,0,1,0,,100000,"Humanities",0,1,0,0,"White","South",1,1,1,54,0
49,48,1,"White",0,0,1,0,34400,120000,"Business",1,1,0,0,"White","South",0,1,1,49,2003
30,29,1,"White",0,0,0,0,38000,54000,"Engineering",1,1,0,0,"White","South",0,1,1,30,2007
29,30,1,"White",1,0,1,0,54000,38000,"Natural sciences",1,1,0,0,"White","South",0,1,1,29,2007
54,55,1,"White",1,0,0,0,125000,50000,"Social sciences",1,1,0,0,"White","South",0,1,1,54,1978
48,,1,"White",1,0,1,0,,34500,"Social sciences",0,1,1,0,"White","South",0,1,1,48,1985
43,42,1,"White",0,0,1,0,57000,120000,"Natural sciences",1,1,2,0,"White","South",0,1,1,43,1993
54,,1,"Black",0,0,1,0,,65000,"Engineering",0,1,0,0,"Black","South",1,1,1,54,0
48,51,1,"White",1,0,1,0,170000,72000,"Education",1,1,1,0,"White","South",0,1,1,48,1989
51,48,1,"Asian",0,1,1,0,83500,170000,"Engineering",1,1,1,0,"Asian","South",0,1,1,31,1989
27,27,1,"White",0,0,1,0,60000,120000,"Social sciences",1,1,0,0,"White","South",0,1,1,27,2008
39,,1,"White",1,0,1,0,,162000,"Business",0,1,1,1,"White","South",0,1,1,39,1997
28,,1,"White",0,0,1,0,,41000,"Engineering",0,0,0,0,"White","South",1,1,1,28,0
26,,1,"White",0,0,1,0,,40000,"Engineering",0,0,0,0,"White","South",1,1,1,26,0
26,28,1,"Hispanic",1,1,1,1,20000,40000,"Education",1,0,0,0,"White","South",0,1,1,10,2009
45,53,1,"White",1,0,1,0,153000,143000,"Engineering",1,1,2,0,"White","South",0,1,1,45,1994
36,34,0,"Hispanic",0,1,1,1,0,86000,"Engineering",1,1,2,1,"White","South",0,1,1,6,2001
46,,1,"Asian",0,1,0,0,,18000,"Humanities",0,1,0,0,"Asian","South",0,1,1,19,1992
42,47,1,"Asian",1,1,0,0,113500,3400,"Business",1,1,2,0,"Asian","South",0,1,1,15,1991
37,,1,"Hispanic",1,0,1,1,,30000,"Social sciences",0,1,0,0,"Black","South",1,1,1,37,0
28,27,1,"White",0,0,1,0,125100,80000,"Business",1,1,1,1,"White","South",0,1,1,28,2009
37,36,1,"White",0,0,1,0,1200,45000,"Engineering",1,1,4,0,"White","South",0,1,1,37,1994
31,28,1,"Black",0,0,1,0,2600,58000,"Business",1,1,1,1,"Black","South",0,1,1,31,2007
52,44,1,"White",0,0,1,0,0,80000,"Natural sciences",1,1,0,0,"White","South",0,1,1,52,2007
27,,1,"White",1,1,1,0,,75000,"Business",0,1,0,0,"White","South",1,1,1,27,0
41,,1,"Black",1,0,0,0,,35000,"Social sciences",0,1,1,0,"Black","South",0,1,1,41,1998
53,48,1,"White",0,0,0,0,0,8000,"Social sciences",1,1,1,0,"White","South",0,1,1,53,2007
51,,1,"White",1,0,1,0,,185000,"Natural sciences",0,1,0,0,"White","South",0,1,1,51,1981
47,58,1,"Black",0,0,0,0,51000,120000,"Natural sciences",1,1,1,0,"Black","South",0,1,1,47,1987
38,42,1,"White",1,0,1,0,40000,75000,"Business",1,1,1,1,"White","South",0,1,1,38,2005
52,49,1,"White",0,0,1,0,0,185000,"Engineering",1,1,2,0,"White","South",0,1,1,52,1999
42,42,1,"White",0,0,1,0,46000,30000,"Public service",1,1,2,0,"White","South",0,1,1,42,1996
47,47,1,"White",1,0,1,0,60000,33000,"Other",1,0,0,0,"White","South",0,1,1,47,1982
45,45,1,"Asian",0,1,1,0,52000,35000,"Humanities",1,1,1,0,"Asian","South",0,1,1,17,1995
46,51,0,"Asian",1,1,1,0,14900,17000,"Humanities",1,1,1,1,"Asian","South",0,1,0,4,2007
53,,1,"White",0,0,1,0,,129000,"Business",0,1,0,0,"White","South",1,1,1,53,0
49,,1,"White",1,0,1,0,,70000,"Business",0,1,0,0,"White","South",1,1,1,49,0
37,41,1,"White",1,0,1,0,150000,150000,"Social sciences",1,1,2,2,"White","South",0,1,1,37,2004
53,51,1,"White",0,0,1,0,11000,115000,"Business",1,1,2,0,"White","South",0,1,1,53,1979
47,,1,"White",1,0,1,0,,175000,"Humanities",0,1,0,0,"White","South",0,1,1,47,1994
52,51,1,"White",0,0,1,0,0,115000,"Engineering",1,1,1,0,"White","West",0,0,1,52,1978
49,42,1,"White",0,0,1,0,45000,65000,"Business",1,1,1,0,"White","West",0,0,1,49,1989
44,,1,"White",0,0,1,0,,130000,"Social sciences",0,1,0,0,"White","West",0,0,1,44,1994
37,,1,"White",1,0,1,0,,56000,"Business",0,1,0,0,"White","West",0,0,1,37,1996
41,40,1,"White",1,0,0,0,120000,6000,"Engineering",1,1,3,0,"White","West",0,0,1,41,1993
37,39,1,"White",0,0,1,0,0,195000,"Business",1,0,2,0,"White","West",0,0,1,37,1996
34,34,1,"White",0,0,1,0,250,120000,"Humanities",1,1,3,0,"White","West",0,0,1,34,2000
44,,1,"White",1,0,0,0,,1500,"Social sciences",0,1,3,0,"White","West",0,0,1,44,1990
51,,1,"White",1,0,0,0,,250,"Health",0,1,0,0,"White","West",1,0,1,51,0
25,,1,"White",1,0,0,0,,2800,"Health",0,1,0,0,"White","West",1,0,1,25,0
44,45,1,"White",0,0,1,0,65000,50000,"Humanities",1,1,2,0,"White","West",0,0,1,44,1996
45,44,1,"White",1,1,1,0,50000,65000,"Business",1,1,2,0,"White","West",0,0,1,42,1996
51,,1,"White",1,0,1,0,,38500,"Social sciences",0,1,0,0,"White","West",1,0,1,51,0
27,,1,"White",1,0,1,0,,12000,"Social sciences",0,1,0,0,"White","West",0,0,1,27,2004
44,43,1,"Asian",0,0,1,0,36000,160000,"Business",1,1,2,0,"Asian","West",0,0,1,44,1992
43,44,1,"Asian",1,0,1,0,160000,36000,"Business",1,1,2,0,"Asian","West",0,0,1,43,1992
42,,1,"White",0,0,0,0,,10000,"Humanities",0,1,0,0,"White","West",0,0,1,42,1993
50,46,1,"Hispanic",0,0,1,1,134000,114000,"Engineering",1,1,0,0,"White","West",0,0,1,50,1996
46,50,1,"Hispanic",1,0,1,1,114000,134000,"Engineering",1,1,0,0,"White","West",0,0,1,46,1996
41,,1,"White",0,0,0,0,,1500,"Social sciences",0,1,0,0,"White","West",0,0,1,41,2001
30,,1,"White",1,0,1,0,,38000,"Humanities",0,1,0,0,"White","West",1,0,1,30,0
30,,1,"White",1,0,1,0,,44000,"Education",0,1,0,0,"White","West",1,0,1,30,0
45,55,1,"Asian",1,1,0,0,120000,2000,"Engineering",1,1,3,0,"Asian","West",0,0,1,32,1991
46,45,1,"White",0,0,1,0,105000,123000,"Social sciences",1,1,2,0,"White","West",0,0,1,46,1991
26,,1,"White",0,0,1,0,,60000,"Engineering",0,1,0,0,"White","West",1,0,1,26,0
39,,1,"White",1,0,1,0,,80000,"Business",0,0,0,0,"White","West",1,0,1,39,0
51,,1,"White",1,0,0,0,,250,"Health",0,1,0,0,"White","West",1,0,1,51,0
38,39,1,"White",1,1,1,0,73000,76000,"Natural sciences",1,1,1,1,"White","West",0,0,1,36,2003
52,53,1,"White",0,0,1,0,0,142000,"Engineering",1,1,1,0,"White","West",0,0,1,52,1998
39,42,1,"White",0,0,1,0,65000,80000,"Humanities",1,0,1,1,"White","West",0,0,1,39,2004
52,,1,"Asian",1,1,1,0,,53000,"Business",0,1,1,0,"Asian","West",1,0,1,36,0
32,34,1,"Other",1,0,1,0,47000,76000,"Business",1,1,2,0,"Other","West",0,0,1,32,2002
38,,1,"White",0,0,1,0,,341000,"Business",0,1,1,0,"White","West",0,0,1,38,1996
36,,1,"White",1,0,1,0,,40000,"Social sciences",0,1,0,0,"White","West",0,0,1,36,1999
44,47,1,"White",1,0,1,0,0,150000,"Business",1,1,2,0,"White","West",0,0,1,44,1996
29,,0,"Asian",0,1,1,0,,85000,"Engineering",0,1,0,0,"Asian","West",1,0,1,9,0
42,40,1,"Asian",0,1,0,0,0,16300,"Engineering",1,1,1,1,"Asian","West",0,0,1,17,2006
49,42,1,"Hispanic",0,0,0,1,48000,30000,"Social sciences",1,1,1,0,"White","West",0,0,1,49,2010
41,,1,"Asian",1,1,1,0,,35000,"Business",0,1,0,0,"Asian","West",0,0,1,14,1997
26,,1,"White",1,0,0,0,,65000,"Natural sciences",0,1,0,0,"White","West",1,0,1,26,0
33,,1,"White",1,0,0,0,,8000,"Social sciences",0,1,1,0,"White","West",0,0,1,33,2002
38,41,1,"White",1,0,1,0,55000,48000,"Social sciences",1,0,2,1,"White","West",0,0,1,38,1999
41,38,1,"Other",0,0,1,0,48000,55000,"Education",1,0,2,1,"Other","West",0,0,1,41,1999
37,37,1,"White",0,0,1,0,2000,45000,"Humanities",1,1,0,0,"White","West",0,0,1,37,2005
45,54,1,"Asian",1,1,1,0,30300,21900,"Social sciences",1,1,2,0,"Asian","West",0,0,1,11,2000
38,35,1,"White",0,0,1,0,80300,42000,"Humanities",1,1,3,1,"White","West",0,0,1,38,1997
35,38,1,"Asian",1,1,1,0,42000,80000,"Business",1,1,3,1,"Asian","West",0,0,1,21,1997
48,,1,"White",0,0,1,0,,160000,"Business",0,1,2,0,"White","West",0,0,1,48,2001
31,32,1,"White",1,0,0,0,70000,4700,"Education",1,1,1,1,"White","West",0,0,1,31,2002
32,31,1,"White",0,0,1,0,4700,70000,"Engineering",1,1,1,1,"White","West",0,0,1,32,2002
38,29,1,"Asian",0,1,1,0,60000,90000,"Business",1,1,0,0,"Asian","West",0,0,1,30,2009
52,,1,"White",0,0,1,0,,115000,"Technical",0,1,1,0,"White","West",0,0,1,52,1986
28,,1,"White",0,0,0,0,,5000,"Humanities",0,1,0,0,"White","West",1,0,1,28,0
32,,1,"White",1,0,1,0,,34000,"Social sciences",0,0,0,0,"White","West",1,0,1,32,0
51,,1,"White",1,0,1,0,,38000,"Business",0,1,1,0,"White","West",0,0,1,51,1998
48,47,1,"White",0,0,1,0,0,341000,"Engineering",1,1,1,0,"White","West",0,0,1,48,1983
32,31,1,"White",1,0,1,0,4800,72000,"Engineering",1,1,1,1,"White","West",0,0,1,32,2008
45,43,1,"White",0,0,1,0,26000,72000,"Social sciences",1,1,2,0,"White","West",0,0,1,45,1992
26,,1,"White",0,0,1,0,,55000,"Public service",0,1,0,0,"White","West",1,0,1,26,0
38,,1,"White",0,0,1,0,,30000,"Engineering",0,1,0,0,"White","West",1,0,1,38,0
29,32,1,"Other",1,0,1,0,60000,69000,"Humanities",1,1,1,1,"Other","West",0,0,1,29,2007
32,29,1,"White",1,0,0,0,53000,41800,"Humanities",1,1,1,1,"White","West",0,0,1,32,2011
29,32,1,"White",0,0,1,0,41800,53000,"Business",1,1,1,1,"White","West",0,0,1,29,2011
41,42,1,"White",1,0,0,0,341000,56000,"Business",1,1,2,0,"White","West",0,0,1,41,1996
27,,1,"White",0,0,1,0,,58000,"Engineering",0,1,0,0,"White","West",1,0,1,27,0
53,,1,"White",1,0,0,0,,38800,"Education",0,0,0,0,"White","West",1,0,1,53,0
35,35,1,"White",1,0,1,0,88000,48000,"Social sciences",1,1,2,1,"White","West",0,0,1,35,2001
40,36,1,"White",0,0,1,0,31200,80000,"Engineering",1,1,3,1,"White","West",0,0,1,40,2007
33,34,1,"White",0,0,0,0,20000,10000,"Education",1,0,2,2,"White","West",0,0,1,33,2004
28,,1,"White",0,0,0,0,,5700,"Humanities",0,1,0,0,"White","West",1,0,1,28,0
49,,1,"White",1,0,0,0,,18000,"Social sciences",0,1,1,0,"White","West",1,0,1,49,0
45,47,1,"White",0,1,1,0,0,160000,"Engineering",1,1,3,0,"White","West",0,0,1,19,1993
44,42,1,"White",0,0,1,0,15500,69000,"Other",1,0,2,0,"White","West",0,0,1,44,1991
42,44,1,"White",1,0,0,0,69000,15500,"Social sciences",1,0,2,0,"White","West",0,0,1,42,1991
37,41,1,"White",0,0,1,0,20000,48000,"Humanities",1,0,1,0,"White","West",0,0,1,37,1998
51,44,1,"White",0,1,1,0,18000,80000,"Natural sciences",1,0,1,0,"White","West",0,0,1,47,1989
50,50,1,"White",1,0,1,0,107000,72000,"Natural sciences",1,1,1,0,"White","West",0,0,1,50,1984
50,50,1,"White",0,0,1,0,72000,107000,"Social sciences",1,1,1,0,"White","West",0,0,1,50,1984
51,42,0,"Asian",0,1,1,0,25000,56000,"Other",1,1,0,0,"Asian","West",0,0,1,5,1987
37,35,1,"White",1,0,0,0,34410,147000,"Social sciences",1,1,1,1,"White","West",0,0,1,37,2002
46,46,1,"White",0,0,0,0,31000,6000,"Education",1,1,1,0,"White","West",0,0,1,46,1991
46,49,1,"Asian",1,1,1,0,67200,24000,"Business",1,1,0,0,"Asian","West",0,0,1,21,1995
46,,1,"Asian",1,1,1,0,,30000,"Business",0,1,0,0,"Asian","West",1,0,1,21,0
41,32,1,"White",0,0,1,0,40000,65000,"Health",1,1,2,1,"White","West",0,0,1,41,2003
32,41,1,"White",1,0,0,0,63200,40000,"Health",1,1,2,1,"White","West",0,0,1,32,2003
28,,1,"Hispanic",1,0,1,1,,18000,"Humanities",0,1,0,0,"White","West",1,0,1,28,0
27,,1,"White",0,0,1,0,,32000,"Social sciences",0,1,0,0,"White","West",1,0,1,27,0
47,63,1,"White",0,0,1,0,8120,185000,"Business",1,1,0,0,"White","West",0,0,1,47,1999
26,,1,"White",1,0,1,0,,58000,"Business",0,1,0,0,"White","West",1,0,1,26,0
48,48,1,"White",1,0,1,0,36300,32200,"Social sciences",1,1,3,0,"White","West",0,0,1,48,1987
50,48,1,"White",0,0,1,0,80000,100000,"Engineering",1,1,0,0,"White","West",0,0,1,50,2011
51,57,0,"Asian",1,1,0,0,114000,20100,"Humanities",1,1,1,0,"Asian","West",0,0,1,23,1980
48,,1,"White",1,0,1,0,,85000,"Health",0,0,0,0,"White","West",0,0,1,48,2005
42,26,1,"White",0,0,1,0,35000,96000,"Business",1,1,0,0,"White","West",0,0,1,42,2007
26,42,1,"White",1,0,1,0,96000,35000,"Business",1,1,0,0,"White","West",0,0,1,26,2007
30,30,1,"White",1,0,0,0,60000,22000,"Humanities",1,1,2,2,"White","West",0,0,1,30,2005
30,30,1,"White",0,0,1,0,22000,60000,"Humanities",1,1,2,2,"White","West",0,0,1,30,2005
42,46,1,"White",1,0,0,0,58100,26400,"Humanities",1,1,4,0,"White","West",0,0,1,42,1990
50,,1,"White",1,0,0,0,,11000,"Business",0,1,1,0,"White","West",0,0,1,50,1978
30,,1,"White",0,0,0,0,,17200,"Education",0,0,0,0,"White","West",1,0,1,30,0
48,56,1,"White",0,0,1,0,27600,94000,"Other",1,1,0,0,"White","West",0,0,1,48,1990
35,31,1,"White",0,0,1,0,0,50000,"Humanities",1,1,3,2,"White","West",0,0,1,35,2001
42,44,1,"White",1,0,1,0,122000,81000,"Social sciences",1,1,2,0,"White","West",0,0,1,42,2011
44,42,1,"White",0,0,1,0,81000,122000,"Engineering",1,1,2,0,"White","West",0,0,1,44,2011
45,46,1,"White",0,0,1,0,0,341000,"Humanities",1,1,2,0,"White","West",0,0,1,45,1989
34,38,1,"White",1,0,0,0,60000,30000,"Social sciences",1,1,2,1,"White","West",0,0,1,34,2003
28,31,1,"White",1,0,1,0,45000,35000,"Business",1,1,1,1,"White","West",0,0,1,28,2008
45,44,1,"White",0,0,1,0,0,185000,"Social sciences",1,1,3,0,"White","West",0,0,1,45,1987
48,52,1,"White",1,0,0,0,95000,12000,"Health",1,1,1,0,"White","West",0,0,1,48,1997
52,48,1,"White",0,0,1,0,12000,95000,"Engineering",1,1,1,0,"White","West",0,0,1,52,1997
51,,1,"White",0,0,1,0,,45000,"Business",0,1,0,0,"White","West",1,0,1,51,0
39,40,1,"Asian",1,1,1,0,30000,58000,"Business",1,1,2,1,"Asian","West",0,0,1,22,1999
34,41,1,"White",1,0,1,0,25000,40000,"Education",1,1,2,0,"White","West",0,0,1,34,1997
41,34,1,"White",0,0,1,0,40000,25000,"Natural sciences",1,1,2,0,"White","West",0,0,1,41,1997
41,41,1,"White",0,0,0,0,0,130000,"Natural sciences",1,1,2,0,"White","West",0,0,1,41,1996
26,,1,"White",0,0,1,0,,23000,"Humanities",0,1,0,0,"White","West",1,0,1,26,0
26,,1,"White",1,0,1,0,,30000,"Social sciences",0,1,0,0,"White","West",1,0,1,26,0
54,44,1,"White",0,0,1,0,8600,65000,"Engineering",1,0,1,0,"White","West",0,0,1,54,2003
52,,1,"Other",1,0,1,0,,24000,"Social sciences",0,0,2,0,"Other","West",0,0,1,52,1990
42,44,1,"White",1,0,1,0,65000,60000,"Humanities",1,1,2,0,"White","West",0,0,1,42,1992
34,30,0,"White",0,1,0,0,66000,36600,"Engineering",1,1,0,0,"White","West",0,0,1,2,2008
54,,1,"White",1,0,0,0,,58000,"Social sciences",0,1,0,0,"White","West",0,0,1,54,1985
29,,0,"White",1,1,0,0,,2000,"Humanities",0,1,0,0,"White","West",0,0,1,10,2004
34,,1,"White",0,0,1,0,,52000,"Engineering",0,1,0,0,"White","West",1,0,1,34,0
49,48,1,"White",1,0,1,0,101500,84000,"Humanities",1,1,0,0,"White","West",0,0,1,49,2000
39,47,1,"White",1,0,0,0,123000,56000,"Education",1,1,1,1,"White","West",0,0,1,39,2006
51,55,1,"White",1,0,1,0,53000,156000,"Business",1,1,1,0,"White","West",0,0,1,51,1989
43,,1,"White",1,0,0,0,,39000,"Business",0,1,3,0,"White","West",0,0,1,43,1992
26,,1,"White",0,0,0,0,,1400,"Business",0,0,0,0,"White","West",1,0,1,26,0
49,46,1,"White",1,1,1,0,75000,175000,"Natural sciences",1,1,2,0,"White","West",0,0,1,27,1995
46,49,1,"White",0,0,1,0,178000,75000,"Technical",1,1,2,0,"White","West",0,0,1,46,1995
54,,1,"White",0,1,1,0,,42000,"Engineering",0,1,0,0,"White","West",0,0,1,36,1980
25,28,1,"Black",0,0,1,0,25000,36000,"Social sciences",1,1,0,0,"Black","West",0,0,1,25,2009
28,25,0,"Asian",1,1,0,0,36000,25000,"Health",1,1,0,0,"Asian","West",0,0,1,5,2009
47,,1,"White",1,0,1,0,,108000,"Natural sciences",0,0,0,0,"White","West",1,0,1,47,0
50,47,1,"White",1,0,0,0,96050,5000,"Other",1,1,0,0,"White","West",0,0,1,50,1997
41,42,1,"White",1,0,0,0,65000,25000,"Public service",1,1,2,2,"White","West",0,0,1,41,2003
33,36,1,"Hispanic",1,1,1,1,39000,71000,"Business",1,1,2,0,"Asian","West",0,0,1,9,2003
54,,1,"White",1,0,1,0,,80000,"Health",0,1,1,0,"White","West",0,0,1,54,1983
35,,1,"White",0,0,1,0,,65000,"Humanities",0,1,0,0,"White","West",0,0,1,35,1998
48,47,1,"Asian",0,0,1,0,0,150000,"Business",1,1,3,0,"Asian","West",0,0,1,48,1988
28,,1,"White",1,0,1,0,,142000,"Engineering",0,1,0,0,"White","West",1,0,1,28,0
27,,1,"White",0,0,1,0,,116000,"Engineering",0,1,0,0,"White","West",1,0,1,27,0
51,49,1,"White",0,0,1,0,21000,125000,"Engineering",1,1,1,0,"White","West",0,0,1,51,1982
51,43,1,"White",0,0,1,0,10050,59000,"Social sciences",1,1,0,0,"White","West",0,0,1,51,2002
46,,1,"Asian",0,1,1,0,,100000,"Engineering",0,1,0,0,"Asian","West",1,0,1,30,0
42,,1,"White",0,0,1,0,,80000,"Humanities",0,1,0,0,"White","West",1,0,1,42,0
45,43,1,"White",1,0,1,0,110000,55000,"Business",1,0,1,0,"White","West",0,0,1,45,1992
35,,1,"White",0,0,1,0,,38000,"Humanities",0,1,0,0,"White","West",1,0,1,35,0
52,63,1,"White",1,0,1,0,50000,70000,"Social sciences",1,1,0,0,"White","West",0,0,1,52,1991
31,,1,"Asian",1,1,0,0,,30800,"Humanities",0,1,2,1,"Asian","West",0,0,1,21,2001
51,52,1,"White",1,0,1,0,92000,192000,"Social sciences",1,1,0,0,"White","West",0,0,1,51,1996
54,51,1,"White",0,0,0,0,40000,56000,"Engineering",1,1,2,0,"White","West",0,0,1,54,1994
51,54,1,"White",1,0,0,0,57000,40000,"Business",1,1,2,0,"White","West",0,0,1,51,1994
32,30,1,"White",0,0,1,0,0,85000,"Business",1,1,4,2,"White","West",0,0,1,32,2002
42,40,1,"White",0,0,1,0,1660,105000,"Engineering",1,1,2,0,"White","West",0,0,1,42,1992
40,42,1,"White",1,0,0,0,107800,1600,"Business",1,1,2,0,"White","West",0,0,1,40,1992
50,,1,"White",1,0,1,0,,65000,"Business",0,1,0,0,"White","West",1,0,1,50,0
44,41,1,"White",1,0,1,0,50000,40000,"Humanities",1,1,0,0,"White","West",0,0,1,44,2005
43,32,1,"White",0,0,1,0,0,60000,"Social sciences",1,1,1,1,"White","West",0,0,1,43,2006
30,,1,"Other",0,0,0,0,,6000,"Technical",0,1,0,0,"Other","West",0,0,1,30,2003
47,37,1,"White",0,0,1,0,22000,50000,"Public service",1,1,1,0,"White","West",0,0,1,47,2006
37,33,1,"White",0,0,1,0,28500,43000,"Humanities",1,1,0,0,"White","West",0,0,1,37,2006
48,45,1,"Asian",0,1,1,0,14000,92000,"Social sciences",1,1,1,0,"Asian","West",0,0,1,7,1999
32,30,1,"White",0,0,1,0,120000,115000,"Business",1,1,1,1,"White","West",0,0,1,32,2007
30,32,1,"White",1,0,1,0,115000,120000,"Social sciences",1,1,1,1,"White","West",0,0,1,30,2007
28,24,1,"White",0,1,1,0,0,74000,"Technical",1,1,1,1,"White","West",0,0,1,18,2006
38,39,0,"Asian",1,1,1,0,150000,100000,"Engineering",1,1,2,0,"Asian","West",0,0,1,15,1995
47,,1,"White",1,0,1,0,,60000,"Health",0,1,2,0,"White","West",0,0,1,47,2002
49,,1,"White",1,0,1,0,,32900,"Business",0,0,1,0,"White","South",0,1,1,49,1992
29,29,1,"White",1,0,1,0,26000,24700,"Social sciences",1,0,1,1,"White","South",0,1,1,29,2004
54,55,1,"White",1,0,1,0,35000,56000,"Health",1,0,0,0,"White","South",0,1,1,54,2011
46,45,1,"White",1,0,1,0,99000,25000,"Health",1,0,2,0,"White","South",0,1,1,46,1993
34,34,1,"White",0,0,0,0,137900,45000,"Health",1,0,1,1,"White","South",0,1,1,34,2003
32,,1,"White",0,0,1,0,,25000,"Business",0,0,0,0,"White","South",1,1,1,32,0
49,40,1,"White",0,0,1,0,35000,77000,"Business",1,0,0,0,"White","South",0,1,1,49,1994
42,42,1,"White",0,0,1,0,0,120000,"Business",1,0,2,0,"White","South",0,1,1,42,1997
48,,1,"White",0,0,1,0,,79000,"Business",0,0,0,0,"White","South",0,1,1,48,1987
50,50,1,"White",0,0,1,0,0,99000,"Engineering",1,0,0,0,"White","South",0,1,1,50,1980
29,31,1,"White",1,0,1,0,29000,31000,"Education",1,0,1,0,"White","South",0,1,1,29,2007
44,41,1,"White",0,0,0,0,62000,42800,"Education",1,0,2,0,"White","South",0,1,1,44,1988
36,36,1,"White",1,0,0,0,47000,11000,"Engineering",1,0,2,0,"White","South",0,1,1,36,1997
36,36,1,"White",0,0,0,0,11010,47000,"Health",1,0,2,0,"White","South",0,1,1,36,1997
35,,1,"White",0,0,1,0,,50000,"Other",0,0,0,0,"White","South",0,1,1,35,2011
33,35,1,"White",1,0,1,0,334000,42000,"Social sciences",1,1,0,0,"White","Midwest",0,0,1,33,2000
29,,1,"White",0,0,0,0,,6200,"Social sciences",0,1,0,0,"White","Midwest",1,0,1,29,0
36,32,1,"White",0,0,1,0,50000,54000,"Natural sciences",1,1,1,1,"White","Midwest",0,0,1,36,2009
47,60,1,"White",1,0,1,0,100000,40000,"Engineering",1,1,0,0,"White","Midwest",0,0,1,47,2001
52,,1,"White",1,0,1,0,,37000,"Business",0,0,0,0,"White","Midwest",0,0,1,52,1984
52,53,1,"White",1,0,0,0,40000,17200,"Education",1,1,1,0,"White","Midwest",0,0,1,52,1983
42,36,1,"White",0,1,1,0,0,55000,"Health",1,1,3,3,"White","Midwest",0,0,1,20,2005
49,,1,"White",0,0,1,0,,60000,"Other",0,0,0,0,"White","Midwest",1,0,1,49,0
52,,1,"White",1,0,1,0,,65000,"Other",0,0,0,0,"White","Midwest",1,0,1,52,0
41,,1,"White",0,0,0,0,,700,"Humanities",0,1,0,0,"White","Midwest",1,0,1,41,0
43,43,1,"White",0,0,0,0,80000,50000,"Social sciences",1,0,2,0,"White","Midwest",0,0,1,43,1992
